570, 188.27, -1.63, -10.53, -13.34, -5.99, -8.43, 23.87, 21.48
571, -42.71, 5.05, 12.20, -4.58, -0.56, 2.91, 3.02, 5.95
572, 18.71, -20.97, 35.11, -5.92, 4.69, 9.50, -4.20, -5.48
573, -78.23, -11.73, -21.93, 2.77, -0.69, 2.15, 9.54, -3.93
574, -148.39, 18.53, -1.63, -5.65, -6.93, 4.02, 11.35, -1.18
575, 75.08, -4.69, 4.58, 11.18, 7.20, 4.40, -0.22, -7.42
576, 34.11, -6.84, -7.51, 3.24, 7.44, -2.10, 15.36, -7.11
577, -26.49, 19.62, 5.43, -3.02, 12.76, 4.45, -3.26, 8.45
578, -37.33, -9.88, 4.94, 8.58, -6.48, -3.26, 0.96, -6.01
579, 167.28, 1.63, -4.14, -1.18, 5.86, -12.65, 0.22, 10.42
580, -37.37, -3.51, 1.27, -3.53, 18.84, -17.41, 9.05, -0.58
581, -103.42, -10.75, 16.94, 9.86, -18.31, 4.27, -2.70, -15.22
582, -192.36, -18.02, 8.83, 6.79, 5.95, 20.36, -14.57, -8.29
583, 26.11, -24.86, 11.22, 1.99, 5.36, -8.27, -24.52, -2.82
584, -29.21, 4.63, -7.00, -15.47, -14.39, 1.30, -8.78, 15.07
585, -112.76, 1.99, 5.72, 19.29, 2.35, -15.22, 2.08, 18.78
586, 99.13, -11.71, -3.80, 6.17, 5.21, -3.98, 3.02, 30.76
587, -123.83, 5.52, -16.79, -1.07, 17.28, -1.03, 0.63, 6.01
588, 35.58, 0.72, -11.15, -6.33, -9.34, -5.48, 1.32, 24.90
589, 100.16, 9.68, 5.21, 4.92, 11.04, 15.49, -0.16, -1.68
590, -48.41, -0.56, -7.15, 4.65, -4.96, -17.99, 1.34, 7.49
591, 94.93, 17.17, -1.86, -4.09, 24.27, -6.26, 3.44, -5.19
592, -113.39, 10.15, 5.48, -18.28, 7.42, 10.33, -0.16, -12.85
593, -50.94, -12.16, 2.19, 17.86, 5.90, -25.10, -2.44, 4.09
594, 38.11, 4.67, -12.00, 0.09, 10.68, -1.63, -1.16, -4.56
595, -151.52, 6.66, -3.38, -20.68, -5.16, 5.95, 1.07, 6.82
596, -7.22, -7.60, -9.68, -13.90, -9.12, -19.89, 0.00, -7.82
597, -118.08, 1.30, -10.06, -5.83, 30.51, -1.59, 3.96, -8.56
598, 163.12, -5.30, -2.62, 15.71, -6.82, -6.68, 1.88, 26.42
599, -30.38, 6.75, -16.63, 7.60, -17.32, 17.41, 13.88, -9.21
