6210, -1.77, -9.16, 3.40, 5.61, 7.31, 6.03, 6.06, -6.53
6211, -61.15, 5.50, -2.82, -11.11, -11.58, 9.92, 14.33, -5.95
6212, 10.04, 16.61, -13.46, -10.01, 1.18, -17.21, 14.04, -0.31
6213, 109.84, -7.89, -0.94, 4.49, -19.62, 1.79, 9.28, 4.47
6214, 89.63, -7.93, 6.10, 9.50, -15.38, 6.53, 7.82, -6.12
6215, -6.55, 19.02, 7.64, -16.79, 3.02, -36.05, -6.44, 4.34
6216, -55.30, -14.98, -4.83, -15.91, -5.81, 9.03, -2.19, 5.77
6217, -34.96, -10.64, -0.31, -6.26, 12.96, -3.42, 7.09, 11.35
6218, 54.56, 4.63, 11.11, 4.31, 12.52, 3.31, 17.48, -10.08
6219, -171.64, -10.42, 21.19, 3.82, -17.26, 4.38, -6.86, -10.84
6220, 74.95, 4.96, 6.64, -13.63, -1.59, 9.83, -4.69, 7.87
6221, -84.91, -0.94, 1.72, 11.35, -17.64, -0.72, 4.92, -3.67
6222, -129.55, 3.78, 7.20, -13.25, -2.06, 1.03, 1.43, 20.85
6223, 15.94, -7.98, 1.77, 10.91, -15.98, -9.90, 12.25, -1.72
6224, -59.55, -4.96, 3.58, 11.98, -8.67, 6.55, -2.12, 11.67
6225, 164.91, 2.03, -12.92, -17.72, -9.32, -15.31, -3.22, 0.07
6226, -14.93, -15.42, 0.96, 1.45, 8.40, 5.10, -0.56, -20.45
6227, -161.25, 7.67, -14.28, -1.01, 10.44, 20.50, 1.74, -10.95
6228, 102.84, 4.56, -14.73, -7.15, 10.28, -12.16, -16.16, 12.47
6229, 74.83, -16.27, -4.34, -2.73, 17.57, 31.56, 4.78, 17.93
6230, -78.99, -1.14, 5.28, 8.56, -14.33, -13.75, 9.34, 20.41
6231, 81.25, -4.11, 15.36, -9.66, 33.15, 16.58, 8.34, -11.51
6232, 0.94, -8.25, 5.12, -1.56, -13.41, 10.93, 9.99, -0.74
6233, -119.27, 19.33, 5.97, 12.99, -6.03, -5.81, -0.72, 5.10
6234, 24.36, 2.73, -17.95, -10.82, -21.59, 17.79, 0.18, -9.01
6235, 57.44, -11.67, 13.61, -18.69, -5.72, -13.66, -23.72, 1.72
6236, -53.20, 5.03, -12.83, 7.80, -13.41, 7.62, -5.12, -0.25
6237, 142.43, -9.68, -10.84, -8.07, 17.72, -16.25, -9.50, -16.43
6238, 116.70, -9.14, 11.44, -5.92, 22.31, 1.61, -1.88, -6.24
6239, -42.24, 0.40, -5.23, 8.83, -25.75, -11.31, 17.88, 27.25
