2730, 41.89, -12.67, -10.93, -8.05, -17.88, -15.36, -14.15, -3.13
2731, -80.51, -1.77, -30.29, -4.02, -12.90, -4.69, -0.13, -3.38
2732, 73.56, -8.47, -1.65, 4.34, 7.13, 11.73, 12.63, -0.85
2733, 44.23, 21.68, -23.54, 11.29, -1.12, 5.81, 21.55, 9.37
2734, -132.59, 13.30, -5.03, -0.60, -8.02, -15.56, -21.19, -1.25
2735, 159.43, -4.22, -15.40, 12.65, 18.26, -8.72, -10.91, -1.14
2736, 105.54, -13.19, 15.13, 4.45, -4.47, 0.69, 12.70, 2.68
2737, -150.27, 4.11, -23.25, -1.79, -6.24, 20.27, -19.65, 12.00
2738, -50.00, 5.86, -14.89, 3.78, 17.03, -1.83, -4.67, -2.30
2739, 104.05, -22.91, 2.39, -0.02, 8.87, 4.92, -4.69, -1.10
2740, 7.58, -16.72, -2.48, 3.73, -14.10, -6.79, -13.75, -8.02
2741, 9.54, -33.51, 12.87, 8.99, 2.03, -12.81, -15.31, 6.71
2742, -223.38, 9.83, 7.13, -10.24, -4.25, 3.13, 1.59, 8.16
2743, 75.57, -5.95, -12.00, 15.87, -1.48, 19.04, -16.85, 12.54
2744, -49.22, -15.87, -1.32, -5.10, 1.14, 2.79, -9.95, -29.48
2745, 26.35, -19.04, 7.55, 5.05, 9.16, -6.84, -11.94, -9.25
2746, -10.73, -7.02, 10.28, -20.18, -18.48, -8.49, -17.30, -13.19
2747, 106.80, 0.31, -15.18, -1.01, 6.26, -16.12, -9.77, 3.06
2748, 21.03, 2.06, -18.15, -20.38, 7.11, 6.59, -4.90, -20.52
2749, -123.92, 13.19, 3.06, -1.88, -4.85, -3.60, 6.06, -3.96
2750, -94.84, 0.04, -0.22, -9.48, -16.61, 12.67, -0.80, 2.30
2751, -58.00, -21.17, -13.17, -24.07, -6.95, -20.79, 0.67, 5.88
2752, -6.64, 4.45, -9.54, -6.68, 13.68, -0.47, 5.74, -8.92
2753, -44.79, 6.24, -1.03, -0.80, 0.18, -23.18, 2.62, -12.94
2754, -148.57, -8.34, -11.87, 11.33, -16.50, -12.61, -15.33, -0.20
2755, -24.30, 1.07, -12.70, -15.29, 11.06, 6.24, -12.79, 2.57
2756, -150.85, -11.87, -14.44, 3.06, 3.06, -13.01, 8.65, 10.13
2757, 146.36, 23.60, -4.78, -8.11, 4.87, 5.41, 19.62, -12.00
2758, -31.67, -4.38, -3.53, 3.29, 8.25, 5.86, -19.60, -11.58
2759, 7.71, -0.85, 8.78, 3.24, -4.45, -4.78, 16.05, -17.48
